gender,name_code,scentopia_oil,main_category,sub_category,perfume_name,main_note,top_note,middle_note,base_note,historical_significance,health_benefits,strength,main_accords,attribute_category,scent_writeup
Unisex,UOR5,Unisex Oriental 5,Oriental,NA,"Gone to Peach : Pistachio, ice-cream & Lily",Pistachio,"Pistachio
Ice cream
Bergamot
Hazelnut
Rum
Cardamom","Lily-of-the-Valley
Pear
Jasmine
Peony
Geranium
White Peach
Raspberry","
Whipped Cream
Marshmallow
Cotton Candy
Tonka Bean
Loukhoum
Sandalwood
Cacao
Cedar","Pistachio brings a nutty, rich sweetness, evoking warmth and indulgence. Ice cream adds a creamy, comforting touch, while bergamot offers a bright, citrusy burst. Hazelnut, rum, and cardamom add warmth, depth, and a hint of spice. Lily-of-the-valley, pear, jasmine, peony, and geranium provide a fresh, floral heart, enhanced by white peach and raspberry for a fruity sweetness. Whipped cream, marshmallow, cotton candy, and tonka bean create a sweet, sugary warmth, while loukhoum, sandalwood, cacao, and cedar add richness, depth, and a comforting base. Together, these notes create a deliciously indulgent, sweet, and warm fragrance with a mix of creamy, fruity, and nutty elements.","Pistachio, ice cream, bergamot, hazelnut, rum, and cardamom create a rich, nutty, and sweet blend with warm, spicy undertones that energize the senses and bring comfort. Lily-of-the-valley, pear, jasmine, peony, geranium, white peach, and raspberry offer a fresh, fruity-floral bouquet that promotes relaxation, emotional balance, and upliftment. Whipped cream, marshmallow, cotton candy, tonka bean, loukhoum, sandalwood, cacao, and cedar add a sweet, creamy base with a warm, comforting depth that soothes the mind and promotes tranquility. Pistachio specifically provides a nutty, smooth note that enhances the richness of the fragrance, offering a cozy, indulgent experience.",9,"main accords
1.	sweet
2.	woody
3.	vanilla
4.	nutty
5.	powdery",4- Season,"UOR5 combines a blend of pistachio, ice cream, bergamot, hazelnut, rum, and cardamom to create a rich, nutty, and sweet fragrance with warm, spicy undertones. The heart of the fragrance features lily-of-the-valley, pear, jasmine, peony, geranium, white peach, and raspberry, offering a fresh, fruity-floral bouquet that uplifts the spirit. The base notes include whipped cream, marshmallow, cotton candy, tonka bean, loukhoum, sandalwood, cacao, and cedar, adding a sweet, creamy warmth with rich, woody depth. This fragrance is indulgent and comforting, with a mix of creamy, fruity, nutty, and sweet elements, perfect for a cozy, luxurious feel."
Unisex,UOR6,Unisex Oriental 6,Oriental,NA,Shakes-Pear : gardenia & Brown sugar,Gardenia,"Pear Blossom
Red Berries
Italian Mandarin","Gardenia
Jasmine
Frangipani","Brown sugar
Patchouli","Gardenia is a luxurious, creamy floral note, symbolizing purity and elegance. Pear blossom, red berries, and Italian mandarin offer a fresh, fruity burst, evoking lightness and sweetness. Gardenia, jasmine, and frangipani create a rich, exotic floral heart with a hint of tropical warmth. Brown sugar and patchouli provide a warm, earthy base, adding depth and richness. Together, these notes form a balanced fragrance with fresh, floral, and sweet elements, grounded by a comforting, earthy finish.","Pear blossom, red berries, and Italian mandarin create a fresh, fruity-floral blend that uplifts the senses and enhances mood. Gardenia, jasmine, and frangipani provide a rich, creamy floral aroma that promotes relaxation and emotional balance. Brown sugar and patchouli add warmth and depth, creating a comforting, grounding base. Gardenia specifically offers a sweet, luxurious floral note that soothes the mind, reduces stress, and promotes a sense of peace and well-being.",7,"main accords
1.	white floral
2.	floral
3.	sweet
4.	fruity
5.	patchouli
6.	lactonic
7.	fresh
8.	citrus",4- Season,"UOR6 blends fresh, floral, and sweet notes with grounding warmth. Pear blossom, red berries, and Italian mandarin create a refreshing, fruity opening that lifts the spirits. Gardenia, jasmine, and frangipani form a rich, creamy floral heart, evoking elegance and relaxation. Brown sugar and patchouli provide a warm, earthy base, adding depth and comfort. Gardenia, in particular, offers a luxurious floral scent that promotes emotional balance, soothing the mind and fostering a calming, peaceful atmosphere. This fragrance is ideal for those seeking a fresh yet warm and balanced scent."
Unisex,UOR7,Unisex Oriental 7,Oriental,NA,In a grass of its own : Patchouli & Calone,Bergamot,"Bergamot
Lemon
Mandarin Orange","Sea Notes
Calone
Blueberry
Neroli
Peach","Ambroxan
Musk
Cedar","Bergamot offers a bright, citrusy freshness, symbolizing clarity and vitality, and is a key note in classic colognes. Lemon and mandarin orange add a zesty, uplifting citrus burst. Sea notes and calone evoke the refreshing, airy scent of the ocean, while blueberry, neroli, and peach bring sweetness and floral-fruity depth. Ambroxan, musk, and cedar provide a warm, grounding base, creating a balanced fragrance that combines freshness with sensual depth.","Bergamot, lemon, and mandarin orange offer a vibrant, citrusy blend that uplifts the mood, refreshes the senses, and promotes mental clarity. Sea notes, calone, blueberry, neroli, and peach add a fresh, fruity-floral mix that soothes the mind and enhances emotional well-being. Ambroxan, musk, and cedar provide a warm, grounding base that adds depth and comfort. Bergamot, specifically, promotes relaxation, reduces anxiety, and adds a refreshing, clean scent that enhances overall mental clarity.",6,"main accords
1.	citrus
2.	aromatic
3.	marine
4.	musky
5.	fresh
6.	fruity
7.	amber
8.	powdery
9.	fresh spicy
10.	woody",4- Season,"UOR7 combines fresh, citrusy, and fruity-floral notes with a grounding, warm base to create a balanced fragrance. Bergamot, lemon, and mandarin orange offer a vibrant citrus burst that promotes clarity and vitality. Sea notes, calone, blueberry, neroli, and peach bring refreshing, sweet, and floral elements that evoke relaxation and mental clarity. Ambroxan, musk, and cedar provide warmth and depth, grounding the fragrance. Specifically, bergamot helps reduce anxiety, relaxes the mind, and enhances mental clarity with its refreshing and clean aroma. This fragrance is ideal for energizing the senses and promoting emotional well-being."
Unisex,UOR8,Unisex Oriental 8,Oriental,NA,Honey side up : Vanilla & Honey,Vanilla,"Orange Blossom
Paradisone","Honey
Labdanum
Styrax","Oakmoss
Madagascar Vanilla
Olibanum","Vanilla brings a warm, sweet, and comforting essence, symbolizing luxury and sensuality. Orange blossom offers a delicate, fresh floral note, while Paradisone adds a light, fruity floral touch. Honey contributes a rich, golden sweetness, while labdanum and styrax bring resinous depth. Oakmoss, Madagascar vanilla, and olibanum offer earthy, woody, and warm notes, grounding the fragrance with a smooth, rich finish. Together, these elements create a well-balanced fragrance with floral sweetness and warm, grounding depth.","Orange blossom and Paradisone offer a fresh, uplifting floral blend that enhances mood and promotes relaxation. Honey, labdanum, and styrax provide a warm, resinous base that adds sweetness and depth, grounding the fragrance. Oakmoss, Madagascar vanilla, and olibanum bring earthy, soothing notes that create a calming and comforting atmosphere. Vanilla, specifically, enhances the fragrance with its rich, sweet warmth, promoting relaxation, reducing stress, and fostering emotional well-being.",6,"main accords
1.	white floral
2.	honey
3.	sweet
4.	amber
5.	mossy
6.	vanilla
7.	citrus
8.	earthy
9.	woody
10.	animalic",5- Sexy,"UOR8 blends fresh, floral, and resinous elements to create a sophisticated, warm, and sensual fragrance. Orange blossom and Paradisone offer an uplifting, fruity-floral opening, promoting relaxation and enhancing mood. Honey, labdanum, and styrax provide a rich, resinous sweetness, grounding the fragrance with warmth. Oakmoss, Madagascar vanilla, and olibanum bring earthy, woody depth, creating a soothing, comforting atmosphere. Vanilla specifically enhances the fragrance with its warm, sweet essence, promoting relaxation and reducing stress, making this fragrance both uplifting and deeply comforting. This combination creates a balanced, elegant scent perfect for a sensual and cozy experience."
Unisex,UOR9,Unisex Oriental 9,Oriental,NA,Grass half full : Vetiver & Violet,Vetiver,"Truffle
Pear
Bergamot
Violet Leaf","Mimosa
Violet
Peony
Egyptian Geranium","Musk
Amber
Sandalwood
Moss","Vetiver brings a deep, earthy, and grounding aroma, often used to anchor and balance fragrances. Truffle adds a luxurious, rich depth, while pear, bergamot, and violet leaf offer fresh, fruity, and slightly green notes. The heart features mimosa, violet, peony, and Egyptian geranium, creating a soft, floral and elegant bouquet. Musk, amber, sandalwood, and moss provide a warm, resinous, and woody base, giving the fragrance warmth, sensuality, and longevity. Together, these notes create a sophisticated, well-rounded fragrance with earthy, floral, and rich undertones.","Truffle, pear, bergamot, and violet leaf create a luxurious, slightly earthy yet fresh blend that uplifts the senses and provides a refined, elegant aroma. Mimosa, violet, peony, and Egyptian geranium offer a rich, floral bouquet that enhances emotional balance and promotes relaxation. Musk, amber, sandalwood, and moss provide a warm, grounding base that adds depth and calm. Vetiver, specifically, adds an earthy, woody note that grounds the fragrance, reduces stress, and promotes relaxation and mental clarity.",7,"main accords
1.	powdery
2.	violet
3.	yellow floral
4.	sweet
5.	fruity
6.	floral
7.	earthy
8.	fresh
9.	aromatic
10.	aquatic",4- Season,"UOR9 is a luxurious and well-rounded fragrance with a balance of earthy, floral, and fresh notes. The blend begins with the richness of truffle and the fresh sweetness of pear, bergamot, and violet leaf. Mimosa, violet, peony, and Egyptian geranium bring a soft, floral elegance to the heart. The base is built on musk, amber, sandalwood, and moss, providing a warm, sensual depth. Vetiver adds a grounding, earthy element that promotes mental clarity and relaxation. Together, these ingredients create a sophisticated fragrance that is perfect for all seasons, offering a harmonious combination of fresh, floral, and woody elements."
Unisex,UWD1,Unisex Woody 1,Woody,NA,A Musk Have : Sea Salt & Sage,Ambrette,Ambrette Seeds,"Sea Salt
Mineral Notes",Sage,"Ambrette seeds bring a soft, musky, and slightly floral depth, often used to add warmth and sensuality. Sea salt and mineral notes evoke the fresh, crisp scent of the ocean, offering a clean, airy quality. Sage adds an herbal, slightly earthy touch, providing balance. Together, these notes create a fresh, grounding fragrance with a smooth, musky warmth and a hint of natural earthiness.","Ambrette seeds offer a soft, musky fragrance that adds depth and warmth while promoting relaxation and emotional balance. Sea salt and mineral notes provide a fresh, clean, and invigorating blend that energizes the senses and evokes the feeling of the ocean. Sage adds an herbal, earthy note that soothes the mind, relieves stress, and promotes clarity. Ambrette, specifically, enhances the overall fragrance with its sweet, musky undertone, fostering a calm, grounding atmosphere.",7,"main accords
1.	aromatic
2.	salty
3.	marine
4.	citrus
5.	musky
6.	herbal
7.	soft spicy
8.	floral
9.	aquatic",4- Season,"UWD1 combines fresh, aquatic, and musky notes to create a grounding and calming fragrance. Ambrette seeds provide a soft, musky depth, adding warmth and sensuality. Sea salt and mineral notes evoke the fresh, crisp scent of the ocean, enhancing the fragrance with a clean, invigorating feel. Sage adds an herbal, earthy touch that promotes relaxation and clarity. Together, these notes offer a balance of freshness, warmth, and grounding, making the fragrance feel both refreshing and soothing. Ambrette specifically contributes a sweet, musky undertone that fosters a calming atmosphere, perfect for relieving stress and promoting emotional well-being."
Unisex,UWD10,Unisex Woody 10,Woody,Oriental,"To Myrrh is human, to scent is divine: Vanilla & Saffrom",Vanilla,"Saffron
Praline
Pear",Bulgarian Rose,"Vanilla Sugar
Oud
White Musk
Oakmoss
Cashmere Wood","Vanilla brings a warm, sweet, and comforting essence, symbolizing luxury and sensuality. Saffron adds a rich, spicy, and exotic depth, while praline contributes a sweet, nutty warmth. Pear offers a fresh, fruity burst of sweetness. Bulgarian rose brings a romantic, rich floral note, while vanilla sugar adds a soft, sugary sweetness. Oud and white musk provide depth and sensuality, while oakmoss and cashmere wood offer earthy and woody warmth. Together, these notes create a rich, sweet, and balanced fragrance with floral, warm, and woody elements.","Saffron, praline, and pear create a warm, sweet blend with a hint of spice that stimulates the senses and offers a comforting richness. Bulgarian rose provides a luxurious floral note that enhances emotional balance and promotes relaxation. Vanilla sugar, oud, white musk, oakmoss, and cashmere wood create a grounding, warm base with soft, earthy, and woody notes that soothe the mind and add depth. Vanilla, specifically, adds a sweet, creamy warmth that calms the senses and fosters emotional well-being.",6,"main accords
1.	sweet
2.	vanilla
3.	oud
4.	musky
5.	warm spicy
6.	powdery
7.	woody
8.	mossy
9.	earthy
10.	metallic",3- money,"UWD10 is a luxurious and comforting fragrance that combines warm, sweet, and spicy notes. Saffron adds an exotic richness, while praline and pear bring a sweet, nutty warmth and fresh fruity burst. Bulgarian rose provides a romantic floral heart, enhanced by the softness of vanilla sugar. Oud, white musk, oakmoss, and cashmere wood offer grounding earthy and woody warmth, adding sensual depth to the fragrance. The overall composition creates a rich, balanced scent that is both sweet and warm, with a hint of spice and a soothing, grounding finish. Vanilla, specifically, enhances the warmth, fostering emotional well-being and relaxation. This fragrance is perfect for evoking a sense of comfort and elegance."
Unisex,UWD11,Unisex Woody 11,Woody,NA,Oud-standing scent : Tobacco & Spices,Oud,Spicy Notes,"
Cinnamon
Coriander","Tobacco
Agarwood (Oud)
Incense
Sandalwood
Patchouli
Benzoin
Vanilla
Cedar","Oud (Agarwood) is a luxurious, deep, and resinous note, symbolizing sophistication and richness. Spicy notes, cinnamon, and coriander bring warmth and complexity, adding a bold, aromatic spice. Tobacco provides a smoky, earthy depth, while incense contributes a sacred, resinous aroma. Sandalwood, patchouli, benzoin, and cedar offer woody, grounding elements, enhancing the fragrance with earthy richness. Vanilla adds a comforting sweetness, rounding out the fragrance with warmth. Together, these notes create a deep, rich, and exotic fragrance with spicy, woody, and smoky complexities.","Spicy notes, cinnamon, and coriander offer a warm, aromatic blend that stimulates the senses, enhances focus, and adds a touch of sweetness. Tobacco, agarwood (oud), incense, sandalwood, patchouli, benzoin, vanilla, and cedar provide a deep, smoky, woody base that grounds the fragrance and promotes relaxation. Oud, specifically, adds a rich, resinous, and luxurious depth, bringing complexity and a calming, meditative quality to the scent, making it both grounding and sophisticated.",8,"main accords
1.	warm spicy
2.	tobacco
3.	woody
4.	whiskey
5.	oud
6.	sweet
7.	amber
8.	balsamic
9.	vanilla
10.	smoky",5- Sexy,"UWD11 is a deep, rich fragrance that blends spicy, woody, and smoky elements for a bold and luxurious experience. The spicy notes of cinnamon and coriander provide warmth and aromatic complexity, while tobacco and incense contribute earthy, sacred depth. Oud (agarwood) brings a luxurious, resinous richness, and sandalwood, patchouli, and benzoin offer grounding, woody notes. Cedar adds a refined earthiness, while vanilla rounds out the fragrance with a comforting sweetness. Together, these notes create a sophisticated and exotic fragrance that is both grounding and sensual, with the warmth and depth perfect for creating a calm, elegant atmosphere."
Unisex,UWD12,Unisex Woody 12,Woody,Oriental,"So far, so wood :Olibanum & Oud",Oud,Olibanum,Honey,Agarwood (Oud),"Oud (Agarwood) is a luxurious and deeply resinous note, often symbolizing richness, sophistication, and mystique. Olibanum (frankincense) adds a smoky, balsamic depth, frequently used in sacred rituals for its spiritual significance. Honey brings a sweet, golden warmth, enhancing the richness of the fragrance with a comforting, syrupy sweetness. Together, these notes create an exotic, warm fragrance with woody, resinous, and sweet elements, evoking both depth and elegance.","Olibanum, honey, and agarwood (oud) create a warm, resinous blend that promotes relaxation, grounding, and emotional balance. Olibanum adds a smoky, spiritual note that enhances mindfulness and peace, while honey provides sweetness and comfort. Agarwood (oud), specifically, adds a rich, deep, earthy aroma that is luxurious and calming, promoting serenity and offering a sense of sophistication and warmth. Together, these notes create a rich, complex fragrance with depth and tranquility.",9,"main accords
1.	amber
2.	honey
3.	fresh spicy
4.	sweet
5.	oud
6.	floral
7.	warm spicy
8.	woody",5- Sexy,"UWD12 is a luxurious and complex fragrance that combines the richness of oud, the smoky depth of olibanum (frankincense), and the sweet warmth of honey. Oud symbolizes sophistication and mystique, while olibanum adds a spiritual, balsamic note, and honey brings a comforting sweetness. Together, these notes evoke elegance, depth, and warmth, creating a sensual, grounding fragrance. Oud provides a luxurious earthy base, promoting relaxation and emotional balance, while honey enhances comfort and calm. This fragrance is perfect for those seeking a deep, warm, and sophisticated scent that blends rich, resinous, and sweet elements for a truly indulgent experience"
Unisex,UWD2,Unisex Woody 2,Woody,Fresh,That makes scents : Lavender & mint,Lavender,"Lavender
Mint","Cedar
Sandalwood","Ambroxan
Moss","Lavender brings a fresh, calming floral note, symbolizing relaxation and purity. Mint adds a refreshing, cooling burst, enhancing the sense of freshness. Cedar and sandalwood provide grounding, woody depth, while ambroxan adds a smooth, musky warmth. Moss offers an earthy, green note, adding richness and natural depth. Together, these notes create a balanced fragrance that is fresh, woody, and soothing with a comforting, earthy finish.","Lavender and mint create a refreshing, calming blend that promotes relaxation, reduces stress, and refreshes the senses. Cedar and sandalwood add a warm, earthy base that grounds the fragrance, offering depth and tranquility. Ambroxan and moss provide a subtle, musky depth that enhances the overall complexity. Lavender, specifically, helps with relaxation, alleviates anxiety, and promotes mental clarity, making it a soothing and calming addition to the fragrance.",6,"main accords
1.	aromatic
2.	woody
3.	lavender
4.	green
5.	amber
6.	fresh spicy
7.	musky
8.	mossy
9.	powdery
10.	earthy",2- Adult,"UWD2 blends the refreshing, calming qualities of lavender and mint with grounding woody notes of cedar and sandalwood. Ambroxan adds a smooth, musky warmth, while moss contributes earthy richness and green depth. Together, these notes create a balanced, soothing fragrance with a fresh and woody character, enhanced by a subtle, musky undertone. Lavender and mint are especially known for their relaxing, stress-relieving properties, while the earthy elements promote emotional balance and mental clarity, making this fragrance ideal for those seeking both freshness and grounding."
Unisex,UWD3,Unisex Woody 3,Woody,NA,Lifetime Vetiver awards goes to : Pelargonium & Vetiver,Orange,"Orange
Grapefruit","Pepper
Pelargonium
Flint","Vetiver
Cedar
Patchouli
Benzoin","Orange brings a sweet, zesty burst of citrus, symbolizing freshness and vitality. Grapefruit adds a tangy, bright citrus element, enhancing the energetic opening. Pepper introduces a warm, spicy kick, while pelargonium adds a slightly green, floral touch. Flint gives a mineral edge, adding a modern, sharp character. Vetiver, cedar, and patchouli offer grounding, woody depth, while benzoin provides a warm, resinous sweetness. Together, these notes create a dynamic fragrance with a balance of fresh, spicy, woody, and earthy elements.","Orange and grapefruit offer a vibrant, citrusy blend that refreshes the senses, boosts energy, and promotes mental clarity. Pepper, pelargonium, and flint add a spicy, herbal depth that enhances the overall complexity and invigorates the mind. Vetiver, cedar, patchouli, and benzoin create a grounding, woody base that adds warmth and depth, promoting relaxation. Orange, specifically, provides a sweet, uplifting note that enhances mood, improves focus, and adds a refreshing, zesty element to the fragrance.",6,"main accords
1.	citrus
2.	woody
3.	fresh spicy
4.	aromatic
5.	earthy
6.	warm spicy",4- Season,"UWD3 features a refreshing blend of orange and grapefruit, offering an energizing, zesty citrus opening that symbolizes freshness and vitality. Pepper, pelargonium, and flint add spicy, herbal, and mineral depth, creating complexity and invigorating the senses. Vetiver, cedar, patchouli, and benzoin provide a grounding, woody base with earthy and resinous qualities, offering warmth and depth. Orange specifically adds a sweet, uplifting note that enhances focus and mental clarity, while the combination of spicy and woody elements makes the fragrance dynamic and balanced. This scent is perfect for refreshing the senses and promoting mental clarity."
Unisex,UWD4,Unisex Woody 4,Woody,NA,What wood I do without you?: Jasmin & Violet,Jasmine,"
Black Currant","Dew Drop
Violet
Campion Flower
Rose",Iso E Super,"Jasmine is a rich, exotic floral note symbolizing sensuality and elegance. Black currant adds a tangy, fruity sweetness, enhancing the fragrance with vibrancy. Dew drop, violet, and campion flower contribute fresh, delicate floral notes, evoking freshness and purity. Rose adds a timeless, romantic depth. Iso E Super introduces a smooth, woody, and slightly amber-like aroma, providing a modern, warm base. Together, these notes create a refined, floral fragrance with sweet, fresh, and sensual elements.","Black currant offers a fruity, tangy note that energizes the senses and adds a burst of freshness. Dew drop, violet, campion flower, and rose provide a soft, floral bouquet that promotes relaxation, reduces stress, and enhances emotional balance. Iso E Super adds a woody, amber-like note that gives depth and longevity to the fragrance. Jasmine, specifically, offers a rich, exotic floral aroma that promotes calm, reduces anxiety, and enhances emotional well-being, creating a soothing and uplifting atmosphere.",7,"main accords
1.	woody
2.	violet
3.	aquatic
4.	powdery
5.	fruity
6.	floral
7.	musky
8.	rose
9.	amber
10.	animalic",4- Season,"UWD4 features a harmonious blend of vibrant, floral, and woody notes, offering a refined and balanced fragrance. Black currant adds a tangy, fruity burst that energizes the senses and adds a refreshing kick. Dew drop, violet, campion flower, and rose create a delicate, soft floral bouquet, enhancing the fragrance with purity, romance, and emotional balance. Iso E Super contributes a smooth, woody, amber-like base, giving the fragrance depth and longevity. Jasmine, with its rich, exotic floral aroma, brings sensuality and elegance, promoting calm and emotional well-being, making this fragrance both uplifting and soothing."
Unisex,UWD5,Unisex Woody 5,Woody,NA,I want to spend thym with you : Cognac & Praline,Cognac,Cognac,"Cinnamon
Tonka Bean
Oak
Hedione","Vanilla
Praline
Sandalwood
Candied Almond","Cognac brings a rich, warm, and boozy depth, symbolizing luxury and indulgence. Cinnamon adds a spicy, sweet warmth, while tonka bean contributes a rich, sweet, and slightly almond-like aroma. Oak adds a woody, earthy element, and hedione introduces a fresh, floral note that lightens the composition. Vanilla, praline, sandalwood, and candied almond provide a sweet, creamy base, enhancing the warmth and richness. Together, these notes create a sophisticated fragrance with a balance of warmth, spice, sweetness, and depth.","Cognac offers a rich, warm note with a hint of sweetness and depth, evoking a sense of luxury and sophistication. Cinnamon, tonka bean, oak, and hedione add a spicy, woody, and slightly floral complexity that enhances the fragrance's warmth. Vanilla, praline, sandalwood, and candied almond provide a sweet, creamy base that creates a comforting, indulgent feel. Cognac, specifically, imparts an elegant, slightly boozy touch, adding depth and a sense of richness to the overall fragrance.",8,"main accords
1.	woody
2.	warm spicy
3.	sweet
4.	vanilla
5.	cinnamon
6.	amber
7.	powdery",5- Sexy,"UWD5 is a balanced fragrance that blends calming and soothing notes with a grounding woody base. Clary sage, known for its herbaceous and clarifying aroma, works together with narcissus to provide a sweet, uplifting floral note. Palisander rosewood and sclarene add warm, woody depth, while lavender ties everything together with its relaxing floral scent. This fragrance is ideal for promoting tranquility, reducing stress, and enhancing mental clarity, making it perfect for creating a serene and calming atmosphere."
Unisex,UWD6,Unisex Woody 6,Woody,NA,Head clover heals : Cardamom & Oud,Cardamom,"Cardamom
Fig
Black Tea","
Iris
Bourbon Vetiver","Sandalwood
Tonka Bean","Cardamom adds a warm, spicy sweetness, symbolizing luxury and depth. Fig brings a fruity richness, while black tea introduces an aromatic, slightly astringent note. Iris contributes a powdery, floral elegance, while bourbon vetiver offers earthy, woody depth. Sandalwood provides a creamy, smooth base, and tonka bean adds a sweet, warm richness. Together, these notes create a sophisticated fragrance with a blend of spicy, floral, woody, and sweet elements.","Cardamom, fig, and black tea offer a warm, spicy-sweet blend that stimulates the senses, enhances focus, and provides depth. Iris and bourbon vetiver add earthy, floral, and smoky notes that promote relaxation and mental clarity. Sandalwood and tonka bean create a smooth, warm base that soothes the mind and adds richness. Cardamom, specifically, adds a spicy, aromatic kick that supports digestion, boosts circulation, and promotes mental clarity, bringing a comforting, invigorating touch to the fragrance.",7,"main accords
1.	woody
2.	warm spicy
3.	aromatic
4.	powdery
5.	fruity
6.	sweet
7.	iris
8.	earthy
9.	green
10.	vanilla",4- Season,"UWD6 combines cardamom, fig, and black tea for a warm, spicy-sweet fragrance that stimulates the senses and enhances focus. Iris and bourbon vetiver provide earthy, floral depth, promoting relaxation and mental clarity. Sandalwood and tonka bean create a smooth, warm base, offering richness and comfort. Cardamom, in particular, adds an aromatic, spicy kick that supports digestion, boosts circulation, and promotes mental clarity. Together, these notes form a sophisticated blend that balances spicy, floral, woody, and sweet elements, offering a comforting yet invigorating fragrance perfect for all seasons."
Unisex,UWD7,Unisex Woody 7,Woody,NA,I Pine Fir yew : Juniper & lemon,Juniper,"Juniper
Lemon
Bergamot
Pepper","Pine needles
Incense
Orris Root","Vanilla
Sandalwood
Amber","Juniper brings a fresh, woody, and slightly spicy note, symbolizing clarity and nature. Lemon and bergamot add a zesty, citrusy brightness, while pepper introduces a warm, spicy kick. Pine needles evoke a fresh, evergreen aroma, and incense adds a smoky, resinous depth. Orris root contributes a powdery, floral elegance. Vanilla, sandalwood, and amber provide a rich, warm, and comforting base, grounding the fragrance with sweetness and earthiness. Together, these notes create a balanced fragrance with fresh, woody, and spicy elements, complemented by warm, sensual undertones.","Juniper, lemon, bergamot, and pepper create a refreshing, citrusy-spicy blend that invigorates the senses, boosts energy, and enhances clarity. Pine needles, incense, and orris root offer earthy, woody, and smoky notes that provide grounding and a calming, natural depth. Vanilla, sandalwood, and amber create a warm, soothing base that adds richness and comfort. Juniper, specifically, adds a crisp, aromatic note that helps relieve tension, improve focus, and cleanse the air, promoting a refreshing and tranquil atmosphere.",7,"main accords
1.	woody
2.	aromatic
3.	fresh spicy
4.	citrus
5.	powdery
6.	vanilla
7.	amber
8.	balsamic
9.	warm spicy",2- Adult,"WWD8 combines the fresh, woody, and slightly spicy essence of juniper with the citrusy brightness of lemon and bergamot, and the warm kick of pepper. Pine needles add an evergreen freshness, while incense introduces a smoky depth. Orris root brings a floral elegance to the fragrance. The warm base of vanilla, sandalwood, and amber provides richness and grounding, enhancing the scent with comforting sweetness. This fragrance offers a refreshing, balanced blend of citrus, woody, and spicy elements, complemented by warm, sensual undertones, creating a sophisticated and invigorating experience."
Unisex,UWD8,Unisex Woody 8,Woody,NA,Incensely in love with you: Black Vanilla & Iris,Incense,"Pink Pepper
Bergamot","Iris
Incense
Patchouli","Black Vanilla Husk
Guaiac Wood
Musk","Pink pepper and bergamot offer a spicy-citrusy blend that refreshes the senses, uplifts the mood, and enhances clarity. Iris, incense, and patchouli provide a deep, floral-earthy fragrance that promotes relaxation, emotional balance, and mental calm. Black vanilla husk, guaiac wood, and musk create a warm, grounding base that adds depth and sensuality. Incense, specifically, brings a soothing, spiritual quality, helping to center the mind, relieve stress, and create a peaceful, calming atmosphere.","Pink pepper and bergamot offer a spicy-citrusy blend that refreshes the senses, uplifts the mood, and enhances clarity. Iris, incense, and patchouli provide a deep, floral-earthy fragrance that promotes relaxation, emotional balance, and mental calm. Black vanilla husk, guaiac wood, and musk create a warm, grounding base that adds depth and sensuality. Incense, specifically, brings a soothing, spiritual quality, helping to center the mind, relieve stress, and create a peaceful, calming atmosphere.",8,"main accords
1.	powdery
2.	vanilla
3.	woody
4.	iris
5.	smoky
6.	balsamic
7.	musky
8.	amber
9.	soft spicy
10.	warm spicy",4- Season,"UWD8 features a blend of pink pepper and bergamot that creates a spicy-citrusy top, uplifting the mood and enhancing clarity. Iris, incense, and patchouli provide a deep floral-earthy heart, promoting emotional balance and mental calm. The base is enriched with black vanilla husk, guaiac wood, and musk, adding warmth, depth, and sensuality. Incense brings a soothing, spiritual quality, helping to center the mind and relieve stress. This fragrance is perfect for those seeking a balanced, grounding scent with floral, woody, and warm spicy elements."
Unisex,UWD9,Unisex Woody 9,Woody,NA,What a re-leaf : tobacco & Tonka,Tobacco,"Osmanthus
Ginger
Citruses
Artemisia","Tobacco
Patchouli
Guaiac Wood
Vetiver",Tonka Bean,"Tobacco adds a rich, smoky, and slightly sweet depth, symbolizing warmth and sophistication. Osmanthus brings a delicate, floral-fruity note, while ginger adds a spicy warmth. Citruses offer a fresh, zesty burst, and artemisia adds a green, herbal complexity. The heart features patchouli, guaiac wood, and vetiver, contributing earthy, woody, and grounding depth. Tonka bean adds a sweet, warm richness, balancing the fragrance. Together, these notes create a complex, smoky, and warm fragrance with a mix of fresh, spicy, woody, and sweet elements.","Osmanthus, ginger, citruses, and artemisia offer a fresh, spicy, and slightly herbal blend that invigorates the senses and enhances mood. Tobacco, patchouli, guaiac wood, and vetiver provide a rich, earthy base that grounds the fragrance, offering warmth and depth. Tonka bean adds a sweet, warm touch that balances the composition and adds smoothness. Tobacco, specifically, contributes a smoky, leathery depth that adds sophistication, intensity, and a comforting warmth to the overall scent.",9,"main accords
1.	woody
2.	tobacco
3.	sweet
4.	patchouli
5.	aromatic
6.	warm spicy
7.	earthy
8.	vanilla
9.	fruity
10.	fresh spicy
11.	I have it
12.	I had it",5- Sexy,"UWD9 is a fragrance that combines fresh, spicy, woody, and sweet elements, creating a sophisticated and complex scent. Osmanthus brings a delicate floral-fruity note, while ginger adds a warm, spicy kick. Citruses offer a refreshing zesty burst, and artemisia provides a green, herbal complexity. The heart of the fragrance features patchouli, guaiac wood, and vetiver, which add earthy, woody depth, grounding the scent. Tonka bean balances the composition with its sweet, warm richness. Tobacco contributes a rich, smoky, leathery depth, symbolizing sophistication and comfort. Together, these notes create a balanced, layered fragrance that is both invigorating and comforting. The warm, smoky quality of tobacco provides a sense of depth and intensity, making it a luxurious and sensual scent."
